HouseholdID,PROVINCE,DISTRICT,TOWNSHIP_COMPOUND_VILLAGE,LOCALITY,EANUM,LOF,ENUMID,SUPID,DOV,FDD,FMM,FYYYY,SDD,SMM,SYYYY,TDD,TMM,TYYYY,SECTION_NOTES,A22A,A22,A23,A24,A25,A25X,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36A,A36,A37,A38,A38X,A39,A39X,A40,A41,A42,A43,A44,A45,A46,A47X,A48,A49,A50,A51,A52X,A53A,A53,A54,A55,A56,A57,A58,A59,A60,A61,A61X,A62,A63,A63X,A64,A65,A66,A67,A67X,A68,A69,A70,A71,A72A,A72,A73,A74,A75,A76,A76A,A77,A78X,A79,B1,B2,B3,B4,B5,B5X,B6,B7,B8,B9,B10,B10X,B11,B11X,B12,B12X,B13X,B14,B14X,B15,B16,B17,B17X,B18,B19X,B20X,B21,B22,B23,B24X,C1,C2,C3,C4,C4X,C5,C6,C7A,C7,C8,C9,C10,C11,C12,C12X,C13,C13X,C14,C15,C16,C17,C18,C19,C19X,C20,C20X,C21,C22,C23,C24,C25,C26,C27,C27B,C28A,C28B,C29A,C29B,C30A,C30B,C31A,C31B,C32A,C32C,C32B,C32D,C33,C33X,C34,C34X,C35,C35X,C36,C37,C38,C39X,C40,C41,C42,C42X,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C52X,C53,C54,C55,C56,C57,C57X,C58,C58X,C59,C60,C60X,C61,C62,C63,C64,C65,C66,C67,C67B,C68A,C68B,C69A,C69B,C70A,C70B,C71A,C71B,C72A,C72B,C72C,C72D,C73,C73X,C74,C74X,C75,C75X,C76,C77,C78,C79,C79X,C80,C81,C82,C82X,C83,C84,C85,C86,C87,C88,C89,C90,C90X,C91,C92,C93,C93X,C94,C95,C95X,C96,C97,C98,C99,C99X,C100,C101,C102,C103,C104,C105,C106A,C106B,C107A,C107B,C108A,C108B,C109,C110X,C111,C112,C113,C113X,C114,C115,C116,C116X,C117,C118,C119,C124,C125,C126,C126X,C127,C128,C129,C130,C131,C132X,C133,C134,C134X,C136,C137,C138,C166A,C166,C167,C168A,C168B,C169A,C169B,C170A,C170B,C171,C172,C172X,C173,C174X,C175,C176,C177,C178,C178X,C179,C180X,C181,C182,C183,C184,C185,C186,C187,C188,D1,D1A,DPRICE,D2,D3,D4,D5,D6,D7,D8,D8X,D9,D10,E1,E2,CAPACITY,EPRICE,E3,E4,E5,E6,E7,E7X,F1,F15,F15X,GA,G10,H1,I1,I37,I38,I39A,I39B,I40,I41,I42,J1,J2,J3,J3X,J4,J5,J6,J6X,K1A,KPRICE,K1,K2,K3,K4,K5,K5X,K6,K7,K7X,K8,K9,K9X,Q1,Q2,Q3,Q4,Q5,Q6,U1,U1X,U2,U2X,U3,U3X,U4X,U5,U5X,U6,U7,U8,FDE,FMN,FYYYZ,SDE,SMN,SYYYZ,DESPOSTION_CODF,TDE,TMN,TYYYZ,DESPOSTION_CODG,CASE_STATUS,A34_1,A34_2,A47_1,A47_2,A47_3,A52_1,A52_2,A52_3,A78_1,A78_2,B13_1,B13_2,B19,C39_1,C39_2,B20_1,B20_2,B20_3,B20_4,B20_5,B24_1,B24_2,B24_3,B24_4,B24_5,B24_6,B24_7,C110_1,C110_2,C132_1,C132_2,C135_1,C135_2,C174_1,C174_2,C174_3,C180_1,C180_2,C180_3,C180_4,C180_5,U4_1,U4_2,U4_3,U4_4,U4_5
5265510,Lusaka,4,Matero,Urban,2655,Nyanja,503,501,1,23,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,15,A single house occupied by one household, ,,Yes,,4,"Blocks, unplastered", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,About 5 years to 10 years,-1,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,Yes,1,, ,Cash, ,Respondent has energy bill and shows it,300,282,300,No,AIJK,Yes sometimes,Yes sometimes,16,22,2,4,16,22,7,1,56,33,4,24,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,Yes, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Not applicable/No children going to school, ,1,0,1,1,Yes,Roughly Circular,20,,Roughly Conical,2 x my height,1,Yes,Same solid fuel stove used for cooking,, ,Yes,Same solid fuel stove used for cooking,, ,No,70,HH uses more charcoal than fuelwood or crop residues,1,No,No,Cannot afford the payment, ,No,Cannot afford the payment, ,No,Cannot afford the payment, ,1,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,No account,23,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,Unpredictable interruptions,High cost of electricity,Commercial/government bank,,,,,Receive money from family/friends/other,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5282402,Lusaka,4,George,Urban,2824,Nyanja,505,501,1,26,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,No,Yes,1,Multi-storied building with more households, ,4,No,Rented,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water untreated, ,No,No,, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Over 10 years,Don't know,,,,Zesco, ,Weekly, ,Yes,60,Yes,Yes,4,, ,Cash, ,Respondent has energy bill and shows it,194,194,194,No,ABKL,Yes all the time,Yes all the time,14,24,4,4,14,24,1,0,7,28,,,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Studying and homework only during daylight hours, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,No,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,2,Yes,Somewhat satisfied,F,Yes,11,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,26,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,High cost of electricity,Maintenance/service problems,Commercial/government bank,,,,,Receive money from family/friends/other,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
5282403,Lusaka,4,George,Urban,2824,Nyanja,505,501,1,26,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,3,Yes,,1,A house occupied by multiple households, ,4,No,Rented,2,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,No,No,, ,3,Yes,,, ,,,,Over 10 years,750,5,600,0,Zesco, ,Monthly, ,Yes,60,Yes,Yes,4,, ,Cash, ,Respondent has energy bill and shows it,194,194,194,Yes, ,,No,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,3,Electric lighting/lamp, ,3,0,3,3,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,3,No,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,3,No,, ,Yes,7,Can do herself, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,No account,26,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,High cost of electricity,,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
5299401,Lusaka,4,chaisa,Urban,2994,Nyanja,501,503,1,20,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,6,A house occupied by multiple households, ,5,No,Rented,2,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Over 10 years,799,800,90,0,Pre-paid meter card seller, ,Monthly, ,Yes,60,Yes,Yes,5,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,400,100,400,No,HIJ,Yes sometimes,Yes sometimes,10,12,3,3,6,8,6,5,42,21,21,21,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,24,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Studying and homework only during daylight hours, ,2,0,2,2,Yes,Roughly rectangular,3,3,Gable (triangular cross-section),More than 2 x my height,2,No,,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,20,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,"Other, specify",,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5299404,Lusaka,4,CHAISA,Urban,2994,Nyanja,505,501,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,20,A house occupied by multiple households, ,2,Yes,,1,"Blocks, unplastered", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,About 5 years to 10 years,750,500,120,0,Zesco, ,Monthly, ,Yes,60,Yes,Yes,2,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,150,69,150,No,ABKL,Yes sometimes,Yes sometimes,4,10,2,4,Don't know,Don't know,2,0,20,59,,,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Studying and homework only during daylight hours, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do with husband, , ,Limited time, ,No,,No account,26,9,2017,,,,,,,,,Complete,,,,,,,,,,,Uncovered pit latrine,,,"Other, specify",,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
5299405,Lusaka,4,chaisa,Urban,2994,Nyanja,503,501,1,21,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,2,A single house occupied by one household, ,,Yes,,2,"Blocks, unplastered", ,Corrugated iron sheet, ,"Other, specify",floor shine made of river sand, ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Dont know /not sure,-1,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,Yes,3,, ,Cash, ,Respondent has energy bill and shows it,100,94,100,No,IJK,Yes sometimes,Yes sometimes,14,22,2,4,4,6,7,1,56,56,2,2,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Not applicable/No children going to school, ,2,0,2,1,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,Yes,Same solid fuel stove used for cooking,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,Can do with husband, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,No account,21,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,Supply shortage/not enough hours of electricity,Unpredictable interruptions,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5299414,Lusaka,4,Chaisa,Urban,2994,Nyanja,502,503,1,21,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,20,A house occupied by multiple households, ,6,Yes,,4,Stone and cement, ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,Over 10 years,1700,1500,90,0,Pre-paid meter card seller, ,Every two weeks, ,Yes,60,Yes,Yes,5,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,250,400,250,Yes, ,,Yes sometimes,,20,,4,,20,,26,,,4,24,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,7,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,6,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Electric lighting/lamp, ,1,0,1,1,Yes,Roughly square,3,,Flat,More than 2 x my height,2,Yes,Separate solid fuel stove,Charcoal, ,No,,, ,Yes,,,,,,, ,,, ,,, ,2,No,, ,Yes,11,Can do with husband, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,21,9,2017,14,11,2017,Completed(all modules are complete),,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,High cost of electricity,Commercial/government bank,,,,,Receive money from family/friends/other,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5300202,Lusaka,4,emmasdale,Urban,3002,English,506,501,1,24,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,7,A house occupied by multiple households, ,3,No,Rented,5,"Blocks, plastered with cement", ,Asbestos, ,Ceramic/Marble tiles, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,Yes, , ,Yes,,Yes, ,1,Yes,,, ,,,,About 5 years to 10 years,Don't know,,,,Zesco, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,250,700,250,No,JKL,Yes all the time,Yes sometimes,0,24,0,4,Don't know,23,0,0,,,,,Rechargeable battery and storage devices (e.g.: car battery), ,Rechargeable battery and storage devices (e.g.: car battery), ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Studying and homework only during daylight hours, ,1,0,1,1,No,,,,,,,Yes,Electric stove,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,8,, ,, ,, , ,, ,,,,24,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,Group savings (one-time disbursement),"Other, specify",,Commercial/government bank,,,,,Receive money from family/friends/other,,,,,,,,,,,,,,,,,,,,,,,,,
5300209,Lusaka,504,Emasdale,Urban,3002,English,502,503,1,25,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,12,Multi-storied building with more households, ,2,No,Rented,3,"Blocks, plastered with cement", ,Asbestos, ,Ceramic/Marble tiles, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,Over 10 years,2700,1500,90,0,Zesco, ,Monthly, ,Yes,60,Yes,No,,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,50,98,50,Yes, ,,Yes all the time,,22,,4,,22,,1,,,2,4,Solar Lantern, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,1,,,Solar Lantern,No, ,,2,,2,,2,No,, ,No, ,Very satisfied,2016,Yes,, ,Use less solar lighting, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,, ,1,0,1,1,No,,,,,,,Yes,Electric kettle/coil,, ,No,,, ,No,70,"HH does not use any solid biomass (no charcoal, fuelwood or crop residues)",,,,, ,,, ,,, ,1,Yes,Somewhat satisfied,C,Yes,10,, ,, ,, , ,, ,,,,25,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,"Other, specify",,Commercial/government bank,,,,,Receive money from family/friends/other,Pay for Electricity,,,,,,,,,,Solar Lantern,,,,,Mobile phone charger,,,,,,,,,
5300213,Lusaka,4,emasdale,Urban,3002,English,506,501,1,25,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,13,Multi-storied building with one household, ,,Yes,,3,"Blocks, plastered with cement", ,Stone and Cement, ,Plastic tiles, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,Yes, , ,Yes,,No, ,1,Yes,,, ,,,,About 5 years to 10 years,Don't know,,,,Zesco, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,47,44,47,Yes, ,,Yes all the time,,24,,4,,15,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,5,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Studying and homework only during daylight hours, ,1,0,2,2,No,,,,,,,Yes,Electric heater/boiler,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,12,Can do herself, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,Own account,25,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,Group savings (rotational),"Other, specify",,Commercial/government bank,,,,,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,,Health care related activities,,,,
5308002,Lusaka,5,MTENDERE,Urban,3080,Nyanja,516,513,1,19,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,No,Yes,2,A single house occupied by one household, ,,No,Rented,2,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,1,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Utility office, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,80,85,80,Yes, ,,No,,24,,4,,24,,1,,,2,4,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Studying and homework only during daylight hours, ,1,0,1,1,No,,,,,,,Yes,Electric stove,, ,No,,, ,No,70,"HH does not use any solid biomass (no charcoal, fuelwood or crop residues)",,,,, ,,, ,,, ,1,No,, ,No,,, ,, ,, , ,, ,,,,19,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,High cost of electricity,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308004,Lusaka,5,"Mtendere ""B""",Urban,3080,Nyanja,514,513,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,31,A single house occupied by one household, ,,Yes,,3,"Blocks, unplastered", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,No, ,2,Yes,,, ,,,,About 5 years to 10 years,700,1000,90,0,Pre-paid meter card seller, ,Monthly, ,No,,,,,Pay based on lights and appliances used, ,Cash, ,Respondent has energy bill and shows it,50,119,50,Yes, ,,No,,24,,4,,4,,1,,,2,2,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,2,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,2,No,No,Fuel for this stove is unreliable, ,No,Fuel for this stove is unreliable, ,No,Fuel for this stove is unreliable, ,2,No,, ,Yes,10,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,22,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,"Other, specify",,Commercial/government bank,Microfinance institution,,,,Receive money from family/friends/other,,Pay for Electricity,,,,,,,,,,,,,,,,,,,Not a member,,,,
5308005,Lusaka,5,"Mtendere ""B""",Urban,3080,Nyanja,514,513,1,22,9,2017,,,,,,,Start,Yes,Yes,2,M,Manufacturing (food or other processing)?., ,1,No,400,465,250,3,2,No, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,No,,,,,,,, ,,2,Yes,,33,A house occupied by multiple households, ,2,Yes,,4,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Over 10 years,1700,1500,90,0,Zesco, ,Every two weeks, ,No,,,,,Pay based on lights and appliances used, ,Cash, ,Respondent has energy bill and shows it,230,425,230,Yes, ,,Yes sometimes,,4,,4,,4,,0,,,,,Solar Lantern, ,No back-up source, ,Call/SMS utility company, ,The power company,24,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,6,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,No,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,No,Do not need an improved cookstove, ,2,No,, ,Yes,10,Can do with husband, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,22,9,2017,,,,,,,,,Complete,None,,,,,,,,,,Covered pit latrine,,,High cost of electricity,,Commercial/government bank,,,,,Receive money from family/friends/other,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
