OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
1127,MRT009,MRT9,Mauritania,M'Haoudat Mine,Mines and Quarries,Metal,Iron ore,Ore,N,N,2018,Thousand metric tons,c,Assumed Active,"Capacity is a combination of Guelb el Rhein, Kedia d'Idjill, and M'Haoudat Mines, Tiris Zemmour region.","MRT004, MRT008",Tiris Zemmour Region,22.984053,-12.07881,A,Google Earth-113,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nationale Industrielle et Minière (SNIM),Government [78.35%],Industrial Bank of Kuwait K.S.C [7.17%],Arab Mining Co. [5.66%],Iraq Foreign Development Fund [4.59%],Tiris Zemmour,16000,
1128,MRT010,MRT10,Mauritania,Mine at Chami Province,Mines and Quarries,Industrial,Quartz,Quartz,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Chami Province,21.229594,-16.485773,A,Google Earth-114,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Quartz Inc. Mauritania S.A.,Quartz Inc. [90%],Government [10%],<null>,<null>,Dakhlet Nouadhibou,200,
1129,MRT011,MRT11,Mauritania,Plant at Nouadhibou ,Mineral Processing Plants,Metal,Iron and steel,Steel,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nouadhibou,20.902618,-17.057067,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Arabe du Fer et de l'Acier S.A. (SAFA),SNIM [100%],<null>,<null>,<null>,Dakhlet Nouadhibou,5,
1130,MRT012,MRT12,Mauritania,Plant at Nouakchott,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nouakchott,17.992777,-16.003285,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",BSA Ciment S.A.,Vicat Group [65%],<null>,<null>,<null>,Nouakchott,450,
1131,MRT013,MRT13,Mauritania,Plant at Nouakchott,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nouakchott,17.992909,-16.010922,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Mauritano-Française des Ciments S.A.,<null>,<null>,<null>,<null>,Nouakchott,450,
1132,MRT014,MRT14,Mauritania,Plant at Nouakchott,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nouakchott,18.03581,-16.023409,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciment de Mauritanie S.A.,<null>,<null>,<null>,<null>,Nouakchott,900,
1133,MRT015,MRT15,Mauritania,Sebkha de N'Terert Brine Pit,Mineral Processing Plants,Industrial,Salt,Salt,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Sebkha de N'Terert and Sebkhet ej Jill Brine Pits, southwest.",MRT017,Southwest,18.57175,-15.934028,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Mauritanienne des Industries du Sel (SOMISEL),<null>,<null>,<null>,<null>,Trarza,1000,
1134,MRT016,MRT16,Mauritania,Sebkha N'dramcha,Mines and Quarries,Industrial,Gypsum,Gypsum,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nouakchott,18.538395,-15.723644,A,Google Earth-112,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Arabe des Industries Métallurgiques S.A. (SAMIA),Industrial Bank of Kuwait [50%],Société Nationale Industrielle et Minière (SNIM) [50%],<null>,<null>,Trarza,300,
1135,MRT017,MRT17,Mauritania,Sebkhet ej Jill Brine Pit,Mineral Processing Plants,Industrial,Salt,Salt,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Sebkha de N'Terert and Sebkhet ej Jill Brine Pits, southwest.",MRT015,Southwest,18.579733,-15.933174,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Mauritanienne des Industries du Sel (SOMISEL),<null>,<null>,<null>,<null>,Trarza,1000,
1136,MRT018,MRT18,Mauritania,Tasiast Gold Mine,Mines and Quarries,Metal,Gold,Gold,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,300 kilometers north of Nouakchott,20.564473,-15.51019,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tasiast Mauritanie Ltd. S.A.,Kinross Gold Corp. [100%],<null>,<null>,<null>,Inchiri,8000,
1137,MUS001,MUS1,Mauritius,Facility at Near Ausailles,Mineral Processing Plants,Industrial,Aggregates,Aggregates,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Near Ausailles,-20.037194,57.579179,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",United Basalt Products Ltd.,<null>,<null>,<null>,<null>,Pamplemousses,660,
1138,MUS002,MUS2,Mauritius,Facility at Nouvelle France,Mineral Processing Plants,Industrial,Aggregates,Aggregates,N,N,2018,NA,c,Assumed Active,"Capacity is a combination of Nouvelle France, Rose Belle, and Tour Koenig.","MUS004, MUS006",Nouvelle France,-20.363506,57.580698,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Betonix Ltd. (Bhunjun Group),<null>,<null>,<null>,<null>,Grand Port,-999,
1139,MUS003,MUS3,Mauritius,Facility at Port Louis,Mineral Processing Plants,Fertilizer,Nitrogen,Various fertilizer compounds,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Port Louis,-20.148321,57.49361,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Mauritius Chemical and Fertilizer Industry Ltd.,Harel Mallac Group [70.41%],<null>,<null>,<null>,Port Louis,100000,
1140,MUS004,MUS4,Mauritius,Facility at Rose Belle,Mineral Processing Plants,Industrial,Aggregates,Aggregates,N,N,2018,NA,c,Assumed Active,"Capacity is a combination of Nouvelle France, Rose Belle, and Tour Koenig.","MUS002, MUS006",Rose Belle,-20.416797,57.602331,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Betonix Ltd. (Bhunjun Group),<null>,<null>,<null>,<null>,Grand Port,-999,
1141,MUS005,MUS5,Mauritius,Facility at Solitude,Mineral Processing Plants,Industrial,Aggregates,Aggregates,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Solitude,-20.045816,57.602715,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Gamma Materials Ltd.,Gamma Civic Ltd. [100%],<null>,<null>,<null>,Pamplemousses,-999,
1142,MUS006,MUS6,Mauritius,Facility at Tour Koenig,Mineral Processing Plants,Industrial,Aggregates,Aggregates,N,N,2018,NA,c,Assumed Active,"Capacity is a combination of Nouvelle France, Rose Belle, and Tour Koenig.","MUS002, MUS004",Tour Koenig,-20.176588,57.461795,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Betonix Ltd. (Bhunjun Group),<null>,<null>,<null>,<null>,Black River,-999,
1143,MUS007,MUS7,Mauritius,Facility near Midlands,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Near Midlands,-20.325705,57.610901,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Mauritius Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Samlo Koyenco Steel Company Ltd.,<null>,<null>,<null>,<null>,Moka,12,
1144,MAR001,Mar-01,Morocco,Akka Mine,Mines and Quarries,Metal,Copper,Concentrate,N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of Akka and Tizert Mines.,MAR078,"Lourim, Tiznit",29.48407,-8.71439,A,SNL,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Akka Gold Mining Co. (AGM),Managem Group [50.02%],Office National des Hydrocarbures et des Mines (ONHYM) [16.07%],<null>,<null>,Souss - Massa - Draâ,50000,
1145,MAR002,Mar-02,Morocco,Ben Guerir (Gantour Mining Center),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Ben Guerir, Bouchane, and Mzinda (Gantour Mining Center).","MAR007, MAR058",Ben Guerir,32.250837,-7.816092,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,14000000,
1146,MAR003,Mar-03,Morocco,Beni Amir (Khouribga Mining Center),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Beni Amir, Khouribga Mine, Merah El ahrach, Sidi Chennane, and Jorf Lasfar (Khouribga Mining Center).","MAR031, MAR041",Jorf Lasfar,32.853901,-6.692424,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Chaouia - Ouardigha,22600000,
1147,MAR004,Mar-04,Morocco,Beni Mellal Kiln and Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Beni Mellal Kiln and Mill.,<null>,<null>,32.566037,-6.135001,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments de L'Atlas (CIMAT),<null>,<null>,<null>,<null>,Tadla - Azilal,1600,
1148,MAR005,Mar-05,Morocco,Bleida Mine,Mines and Quarries,Metal,Copper,Concentrate,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Central Anti-Atlas,30.361213,-6.459139,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Minière de Bou Gaffer (SOMIFER),Managem Group [100%],<null>,<null>,<null>,Souss - Massa - Draâ,50000,
1149,MAR006,<null>,Morocco,Bou Azzer Mine,Mines and Quarries,Metal,Cobalt,"Ore, cobalt content",N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Ouarzazate,30.516585,-6.914969,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie de Tifnout Tighanimine (CTT),Managem Group [100%],<null>,<null>,<null>,Souss - Massa - Draâ,2500,
1150,MAR006,Mar-06,Morocco,Bou Azzer Mine,Mines and Quarries,Metal,Iron ore,Concentrate,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Guemassa,30.516585,-6.914969,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Minière de Guemassa (CMG),Managem Group [74%],Bureau de Recherches de Participations Minières (BRPM) [23.08%],<null>,<null>,Souss - Massa - Draâ,29.9,
1151,MAR007,Mar-07,Morocco,Bouchane (Gantour Mining Center),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Ben Guerir, Bouchane, and Mzinda (Gantour Mining Center).","MAR002, MAR058",Bouchane,32.239224,-8.398784,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,14000000,
1152,MAR008,Mar-08,Morocco,Bouskoura,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Near Casablaca,33.366961,-7.749728,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Chaouia - Ouardigha,3000,
1153,MAR009,Mar-09,Morocco,Cadem Clinker Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Meknes,33.910806,-5.495389,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Meknès - Tafilalet,1750,
1154,MAR010,Mar-10,Morocco,Kiln and Mill at Temara,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of kiln and mill at Temara.,<null>,Temara,33.890955,-6.949749,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Asment de Temara,Cimentos Asment EAA [63%],PROCIMAR [21%],Cement Francais [16%],<null>,Rabat - Salé - Zemmour - Zaer,1900,
1155,MAR011,Mar-11,Morocco,Douar Hajar Mine,Mines and Quarries,Metal,Copper,Concentrate,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Guemassa, Marrakech",31.379053,-8.057819,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Minière de Guemassa (CMG),Managem Group [70.77%],Office National des Hydrocarbures et des Mines (ONHYM) [29.23%],<null>,<null>,Marrakech - Tensift - Al Haouz,18000,
1156,MAR011,<null>,Morocco,Douar Hajar Mine,Mines and Quarries,Metal,Zinc,Concentrate,Y,Y,2018,Metric tons,c,Assumed Active,Capacity is a combination of Douar Hajar Mine and Tighardine Mine.,MAR012,"Guemassa, Marrakech",31.379053,-8.057819,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Minière de Guemassa (CMG),Managem Group [70.77%],Office National des Hydrocarbures et des Mines (ONHYM) [29.23%],<null>,<null>,Marrakech - Tensift - Al Haouz,170000,
1157,MAR012,Mar-12,Morocco,Tighardine Mine,Mines and Quarries,Metal,Zinc,Concentrate,N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of Douar Hajar Mine and Tighardine Mine.,MAR011,<null>,31.710065,-8.135408,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Minière de Guemassa (CMG),Managem Group [70.77%],Office National des Hydrocarbures et des Mines (ONHYM) [29.23%],<null>,<null>,Marrakech - Tensift - Al Haouz,170000,
1158,MAR013,Mar-13,Morocco,Doukkarat Clinker Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Fes Clinker Mill and Doukkarat Clinker Mill.,MAR024,<null>,34.046161,-5.021675,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Fès - Boulemane,600,
1159,MAR014,Mar-14,Morocco,Draa Sfar Mine,Mines and Quarries,Metal,Zinc,Concentrate,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Marrakech,31.7097,-8.1351,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Minière de Guemassa (CMG),Managem Group [70.77%],Office National des Hydrocarbures et des Mines (ONHYM) [29.23%],<null>,<null>,Marrakech - Tensift - Al Haouz,-999,
1160,MAR015,Mar-15,Morocco,El Hammam Mine,Mines and Quarries,Industrial,Fluorspar,Concentrate,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Khémisset,33.1807,-5.6326,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Anonyme d'Entreprises Minières (SAMINE),Managem Group [100%],<null>,<null>,<null>,Meknès - Tafilalet,100000,
1161,MAR016,Mar-16,Morocco,El Jadida Clinker Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,<null>,33.137053,-8.604031,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments du Maroc S.A.,HeidelbergCement AG [58.3%],<null>,<null>,<null>,Doukkala - Abda,450,
1162,MAR017,Mar-17,Morocco,Errachidia,Mineral Processing Plants,Metal,Zinc,Concentrate,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate.","MAR025, MAR077",Southeast,31.912521,-4.374662,A,Google earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,10000,
1163,MAR018,<null>,Morocco,Facility at Errachidia,Mineral Processing Plants,Industrial,Barite,Chemical grade,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate, Southeast.","MAR020, MAR022","Errachidia Province, Meknes- Tafilalet Region",31.855514,-4.576603,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,6000,
1164,MAR018,Mar-18,Morocco,Touroug Mine,Mines and Quarries,Industrial,Barite,Barite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Errachidia Province, Meknes- Tafilalet Region",31.855514,-4.576603,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Central d'Achat et de Développement de la Région Minière du Tafilalet et de Figuig (CADETAF) [artisanal and small scale miners (ASM)],Broychim S.A.R.L. [100%],<null>,<null>,<null>,Meknès - Tafilalet,200000,
1165,MAR018,<null>,Morocco,Facility at Errachidia,Mineral Processing Plants,Industrial,Barite,Barite,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate, Southeast.",MAR020,"Errachidia Province, Meknes- Tafilalet Region",31.855514,-4.576603,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Central d'Achat et de Développement de la Région Minière du Tafilalet et de Figuig (CADETAF) [artisanal and small scale miners (ASM)],Broychim S.A.R.L. [100%],<null>,<null>,<null>,Meknès - Tafilalet,500000,
1166,MAR019,Mar-19,Morocco,Facility at Errachidia,Mineral Processing Plants,Metal,Lead,Lead,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig and Tafilate, Southeast.",MAR021,Errachidia,31.911127,-4.352628,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,6000,
1167,MAR020,<null>,Morocco,Facility at Figuig,Mineral Processing Plants,Industrial,Barite,Chemical grade,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate, Southeast.","MAR018, MAR022","Figuig Province, Oriental Region",32.10398,-1.254095,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Oriental,6000,
1168,MAR020,<null>,Morocco,Mine at Zelmou,Mines and Quarries,Industrial,Barite,Barite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Zelmou, Figuig Province",32.10398,-1.254095,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Marocaine des Barytes S.A. (COMABAR),Norbar Minerals AS [55%],Office National des Hydrocarbures et des Mines (ONHYM) [45%],<null>,<null>,Oriental,110000,
1169,MAR020,Mar-20,Morocco,Facility at Figuig,Mineral Processing Plants,Industrial,Barite,Barite,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate, Southeast.",MAR018,Southeast,32.10398,-1.254095,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Central d'Achat et de Développement de la Région Minière du Tafilalet et de Figuig (CADETAF) [artisanal and small scale miners (ASM)],Broychim S.A.R.L. [100%],<null>,<null>,<null>,Oriental,500000,
1170,MAR021,Mar-21,Morocco,Facility at Figuig,Mineral Processing Plants,Metal,Lead,Lead,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig and Tafilate, Southeast.",MAR019,Figuig,32.113345,-1.244453,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Oriental,6000,
1171,MAR022,Mar-22,Morocco,Facility at Tafilate,Mineral Processing Plants,Industrial,Barite,Chemical grade,N,Y,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate, Southeast.","MAR018, MAR020",Southeast,31.3,-4.3,A,MinDat Database,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,6000,
1172,MAR023,Mar-23,Morocco,Tamuda Kiln and Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Tamuda Kiln and Tamuda Mill.,<null>,"Tangier Tetouan Region, City of Tetouan",35.601111,-5.432089,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Tanger - Tétouan,800,
1173,MAR023,<null>,Morocco,Facility at Tetouan,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,"South of Casablanca, Tangier Tetouan Region",35.601111,-5.432089,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Tanger - Tétouan,2500,
1174,MAR024,<null>,Morocco,Fes Clinker Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Fes Clinker Mill and Doukkarat Clinker Mill.,MAR013,<null>,33.944666,-5.11649,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Fès - Boulemane,600,
1175,MAR024,Mar-24,Morocco,Fes Kiln and Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,"Capacity is a combination of Fes Kiln, Fes Mill, Ras El Ma Kiln, and Ras El Ma Mill.",MAR073,<null>,33.944666,-5.11649,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Fès - Boulemane,1300,
1176,MAR025,Mar-25,Morocco,Figuig,Mineral Processing Plants,Metal,Zinc,Concentrate,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Errachidia, Figuig, and Tafilate.","MAR017, MAR077",Southeast,32.130818,-1.245487,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Oriental,10000,
1177,MAR026,Mar-26,Morocco,Greater Tendrara gasfield,Oil and Gas Fields,Fuel,Natural gas,Gas,N,N,2018,NA,<null>,Assumed Active,Joint venture.,<null>,Tendrara,33.047577,-1.99231,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sound Energy Plc,Sound Energy Plc [75%],Office National des Hydrocarbons et des Mines (ONHYM) [25%],<null>,<null>,Oriental,-999,
1178,MAR027,Mar-27,Morocco,Grinding unit at Tangier,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Tangier,35.654899,-5.915385,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Tanger - Tétouan,1000,
